,dt,city.name,weather,main.temp,main.pressure,main.humidity,wind.speed,wind.deg,dis
20,2022-07-26 05:00:00,Longyan,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",22.860000000000014,1010,86,0.26,226,336.13
21,2022-07-26 08:00:00,Longyan,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",28.07000000000005,1010,70,0.8,193,336.13
22,2022-07-26 11:00:00,Longyan,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",34.47000000000003,1010,49,1.61,215,336.13
23,2022-07-26 14:00:00,Longyan,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",36.910000000000025,1007,39,2.22,213,336.13
24,2022-07-26 17:00:00,Longyan,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",31.170000000000016,1007,62,2.0,21,336.13
25,2022-07-26 20:00:00,Longyan,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",26.310000000000002,1008,77,0.98,276,336.13
26,2022-07-26 23:00:00,Longyan,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",25.470000000000027,1008,85,0.33,264,336.13
27,2022-07-27 02:00:00,Longyan,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",25.54000000000002,1007,83,0.23,237,336.13
28,2022-07-27 05:00:00,Longyan,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",24.400000000000034,1008,88,0.46,238,336.13
29,2022-07-27 08:00:00,Longyan,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",29.08000000000004,1009,72,0.74,222,336.13
30,2022-07-27 11:00:00,Longyan,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",35.64000000000004,1008,45,1.31,210,336.13
31,2022-07-27 14:00:00,Longyan,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",37.110000000000014,1005,38,2.45,219,336.13
32,2022-07-27 17:00:00,Longyan,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",26.920000000000016,1007,82,2.54,56,336.13
33,2022-07-27 20:00:00,Longyan,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",24.900000000000034,1008,87,0.81,72,336.13
34,2022-07-27 23:00:00,Longyan,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",24.260000000000048,1009,87,1.15,56,336.13
35,2022-07-28 02:00:00,Longyan,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",23.950000000000045,1008,84,0.37,111,336.13
36,2022-07-28 05:00:00,Longyan,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",23.52000000000004,1008,85,0.4,158,336.13
37,2022-07-28 08:00:00,Longyan,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",28.33000000000004,1009,73,0.47,179,336.13
38,2022-07-28 11:00:00,Longyan,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",35.08000000000004,1007,47,1.27,221,336.13
39,2022-07-28 14:00:00,Longyan,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",36.28000000000003,1005,43,1.49,213,336.13
