,dt,city.name,weather,main.temp,main.pressure,main.humidity,wind.speed,wind.deg,dis
0,2022-07-23 17:00:00,Longyan,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",36.76000000000005,1008,36,1.97,232,44.81
1,2022-07-23 20:00:00,Longyan,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",31.02000000000004,1008,55,1.19,248,44.81
2,2022-07-23 23:00:00,Longyan,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",26.379999999999995,1009,68,0.19,211,44.81
3,2022-07-24 02:00:00,Longyan,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",25.230000000000018,1009,73,0.52,263,44.81
4,2022-07-24 05:00:00,Longyan,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",24.370000000000005,1009,76,0.66,281,44.81
5,2022-07-24 08:00:00,Longyan,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",29.930000000000007,1009,61,0.79,240,44.81
6,2022-07-24 11:00:00,Longyan,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",35.85000000000002,1008,40,1.61,225,44.81
7,2022-07-24 14:00:00,Longyan,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",37.700000000000045,1007,31,2.7,227,44.81
8,2022-07-24 17:00:00,Longyan,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",36.26000000000005,1006,38,1.57,229,44.81
9,2022-07-24 20:00:00,Longyan,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",28.5,1007,59,0.66,222,44.81
10,2022-07-24 23:00:00,Longyan,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",26.83000000000004,1009,67,0.15,112,44.81
11,2022-07-25 02:00:00,Longyan,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",25.53000000000003,1008,77,0.28,132,44.81
12,2022-07-25 05:00:00,Longyan,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",24.760000000000048,1009,80,0.45,253,44.81
